año,experiencia,modalidad,posicion,salario,moneda,salario_en_dolares,localidad,esquema,localidad_empresa,tamaño_empresa
2023,Senior,"Full Time","Cientifico de datos",150000,USD,150000,US,Presencial,US,M
2023,Senior,"Full Time","Cientifico de datos",120000,USD,120000,US,Presencial,US,M
2023,Junior,"Full Time","Analista de datos",30000,USD,30000,IN,Hibrido,IN,M
2023,"Semi Senior","Full Time","Investigador de datos",185000,USD,185000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Investigador de datos",125000,USD,125000,US,Presencial,US,M
2022,Junior,"Part Time","Analista de datos",34320,USD,34320,US,Remoto,US,S
2022,"Semi Senior","Full Time","Analista de datos",48000,BRL,9289,BR,Remoto,BR,M
2023,Senior,"Full Time","Lider de equipo",70000,EUR,75116,PT,Remoto,PT,L
2022,Executive,"Full Time","Lider de equipo",106000,USD,106000,UZ,Presencial,RU,L
2023,Senior,"Full Time","Analista de datos",175000,USD,175000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",130000,USD,130000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",122000,USD,122000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",93800,USD,93800,US,Remoto,US,M
2023,Senior,"Full Time","Lider de equipo",150000,USD,150000,MX,Remoto,MX,M
2023,Senior,"Full Time","Lider de equipo",90000,USD,90000,MX,Remoto,MX,M
2023,Senior,"Full Time","Analista de datos",165000,USD,165000,US,Remoto,US,M
2023,Senior,"Full Time","Analista de datos",112000,USD,112000,US,Remoto,US,M
2023,Junior,"Full Time","Ingeniero de datos",220000,USD,220000,US,Presencial,US,M
2023,Senior,"Full Time","Analista de BI",67000,EUR,71897,DE,Remoto,DE,M
2023,Junior,"Full Time","Ingeniero de Machine Learning",60000,EUR,64385,DE,Presencial,DE,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",204500,USD,204500,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",142200,USD,142200,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",1300000,INR,15806,IN,Remoto,IN,S
2023,"Semi Senior","Full Time","Ingeniero de Machine Learning",200000,USD,200000,US,Presencial,US,M
2023,"Semi Senior","Full Time","Ingeniero de Machine Learning",175000,USD,175000,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",185900,USD,185900,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de datos",129300,USD,129300,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",185900,USD,185900,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",121700,USD,121700,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",204500,USD,204500,US,Presencial,US,M
2023,Senior,"Full Time","Ingeniero de Machine Learning",142200,USD,142200,US,Presencial,US,M
2023,"Semi Senior","Full Time","Cientifico de datos",40000,USD,40000,FR,Hibrido,FR,L
2023,Senior,"Full Time","Cientifico de datos",1000000,THB,29453,TH,Hibrido,TH,M
2023,Senior,"Full Time","Analista de datos",180180,USD,180180,US,Presencial,US,M
2023,Senior,"Full Time","Analista de datos",106020,USD,106020,US,Presencial,US,M
